purchase_date,store_location,customer_name,order_items,payment_method,Total_spent,Payment_details
23/02/2021 16:41,Isle of Wight,Justin Mchaney,",Hot Chocolate,1.4,,Frappes - Coffee,2.75,,Hot Chocolate,1.4",CARD,5.55,"visa16,44966713246713710"
23/02/2021 16:42,Isle of Wight,Anthony Hernandez,",Flavoured iced latte - Caramel,2.75,,Speciality Tea - Green,1.3,Large,Luxury hot chocolate,2.7,,Cortado,2.05,Large,Flavoured hot chocolate - Hazelnut,2.9",CASH,11.7,None
23/02/2021 16:43,Isle of Wight,Irving Kenyon,"Regular,Americano,1.95,,Smoothies - Glowing Greens,2.0,Regular,Flavoured latte - Caramel,2.55",CARD,6.5,"visa13,4742841361127"
23/02/2021 16:44,Isle of Wight,Drew Atkins,",Frappes - Chocolate Cookie,2.75",CARD,2.75,"visa16,4461716734649838"
23/02/2021 16:45,Isle of Wight,Alton Hilyard,"Large,Americano,2.25",CASH,2.25,None
23/02/2021 16:46,Isle of Wight,Milan Ala,"Large,Flavoured latte - Caramel,2.85,,Speciality Tea - English breakfast,1.3,Large,Flavoured latte - Gingerbread,2.85",CARD,7,"mastercard,5261295975146985"
23/02/2021 16:47,Isle of Wight,Timothy Barksdale,",Red Label tea,1.2",CASH,1.2,None
23/02/2021 16:48,Isle of Wight,Michael Quarry,",Flavoured iced latte - Hazelnut,2.75,Large,Espresso,1.8,Regular,Americano,1.95,,Frappes - Coffee,2.75,,Smoothies - Glowing Greens,2.0",CARD,11.25,"visa16,4382558777882868"
23/02/2021 16:49,Isle of Wight,Brandy Deyoung,"Regular,Flavoured hot chocolate - Vanilla,2.6,Large,Americano,2.25",CARD,4.85,"visa16,4896563259924872"
23/02/2021 16:50,Isle of Wight,Debra Tarango,",Speciality Tea - Peppermint,1.3,,Flavoured iced latte - Caramel,2.75,,Cortado,2.05,,Iced americano,2.15",CASH,8.25,None
23/02/2021 16:51,Isle of Wight,James Hicks,",Speciality Tea - Earl Grey,1.3",CARD,1.3,"discover,6011876748451249"
23/02/2021 16:52,Isle of Wight,Margaret Sawyer,",Red Label tea,1.2,Large,Filter coffee,1.8,Large,Americano,2.25,,Smoothies - Carrot Kick,2.0,,Flavoured iced latte - Hazelnut,2.75",CARD,10,"visa16,4829645781972511"
23/02/2021 16:53,Isle of Wight,Jacob Carter,",Frappes - Strawberries & Cream,2.75,,Mocha,2.3",CARD,5.05,"visa16,4729884811897692"
23/02/2021 16:54,Isle of Wight,Dustin Peng,",Frappes - Chocolate Cookie,2.75,Regular,Luxury hot chocolate,2.4,Regular,Filter coffee,1.5,Large,Flavoured hot chocolate - Hazelnut,2.9,,Flavoured iced latte - Hazelnut,2.75",CASH,12.3,None
23/02/2021 16:55,Isle of Wight,Ruth Craig,",Mocha,2.3",CARD,2.3,"americanexpress,3562494621962410"
23/02/2021 16:56,Isle of Wight,Kenneth Dunham,",Speciality Tea - Fruit,1.3,,Speciality Tea - English breakfast,1.3",CARD,2.6,"discover,6011875315666833"
23/02/2021 16:57,Isle of Wight,Paul Kelly,",Hot Chocolate,1.4",CASH,1.4,None
23/02/2021 16:58,Isle of Wight,Angela Adams,"Large,Flavoured latte - Vanilla,2.85",CARD,2.85,"discover,6011693992614723"
23/02/2021 16:59,Isle of Wight,Martha Rucker,"Regular,Espresso,1.5,,Glass of milk,0.7,,Speciality Tea - Camomile,1.3",CASH,3.5,None
23/02/2021 17:00,Isle of Wight,Edwin Thomas,",Flavoured iced latte - Hazelnut,2.75,Large,Flavoured hot chocolate - Caramel,2.9",CARD,5.65,"visa16,4411413756888376"
23/02/2021 17:01,Isle of Wight,Dee Wilson,",Flat white,2.15,Large,Flavoured latte - Caramel,2.85",CASH,5,None
23/02/2021 17:02,Isle of Wight,Sherman Congdon,"Large,Latte,2.45,,Frappes - Strawberries & Cream,2.75,,Speciality Tea - Camomile,1.3,,Speciality Tea - Earl Grey,1.3",CASH,7.8,None
23/02/2021 17:03,Isle of Wight,Malcolm Manley,",Hot Chocolate,1.4,,Red Label tea,1.2,,Smoothies - Carrot Kick,2.0,,Mocha,2.3",CASH,6.9,None
23/02/2021 17:04,Isle of Wight,Carolyn Coulter,",Babyccino,0.0,,Smoothies - Glowing Greens,2.0,Regular,Chai latte,2.3,,Speciality Tea - Green,1.3,,Speciality Tea - Fruit,1.3",CARD,6.9,"mastercard,5464631274988989"
23/02/2021 17:05,Isle of Wight,Isabel Goh,",Speciality Tea - Fruit,1.3,,Red Label tea,1.2,Large,Luxury hot chocolate,2.7",CASH,5.2,None
23/02/2021 17:06,Isle of Wight,Maria Locke,",Flavoured iced latte - Hazelnut,2.75",CARD,2.75,"visa16,4847542595119934"
23/02/2021 17:07,Isle of Wight,Brad Oconnor,",Smoothies - Berry Beautiful,2.0",CARD,2,"visa13,4137272256716"
23/02/2021 17:08,Isle of Wight,Timothy Cartagena,"Regular,Flavoured latte - Vanilla,2.55,,Speciality Tea - English breakfast,1.3",CASH,3.85,None
23/02/2021 17:09,Isle of Wight,Kyle Yaple,",Iced americano,2.15,Large,Flavoured hot chocolate - Vanilla,2.9",CASH,5.05,None
23/02/2021 17:10,Isle of Wight,Hillary Morales,",Flat white,2.15",CARD,2.15,"americanexpress,373956795687286"
23/02/2021 17:11,Isle of Wight,Richard Amodeo,"Large,Espresso,1.8,,Glass of milk,0.7,Large,Americano,2.25,,Frappes - Chocolate Cookie,2.75,,Frappes - Coffee,2.75",CASH,10.25,None
23/02/2021 17:12,Isle of Wight,Rose Howell,",Babyccino,0.0,Regular,Flavoured hot chocolate - Hazelnut,2.6,Large,Espresso,1.8",CASH,4.4,None
23/02/2021 17:13,Isle of Wight,Michael Burke,",Smoothies - Berry Beautiful,2.0",CARD,2,"discover,6011337863893863"
23/02/2021 17:14,Isle of Wight,Andre Mclain,",Frappes - Coffee,2.75,,Iced latte,2.35,Regular,Chai latte,2.3,,Speciality Tea - Fruit,1.3,,Flavoured iced latte - Caramel,2.75",CARD,11.45,"americanexpress,3561858325783710"
23/02/2021 17:15,Isle of Wight,Roy Jackson,",Flat white,2.15",CARD,2.15,"americanexpress,378555651437466"
23/02/2021 17:16,Isle of Wight,William Rudzik,",Flavoured iced latte - Vanilla,2.75,Regular,Filter coffee,1.5,Large,Americano,2.25,Large,Americano,2.25",CASH,8.75,None
23/02/2021 17:17,Isle of Wight,Stan Boyer,",Speciality Tea - Fruit,1.3,,Cortado,2.05",CASH,3.35,None
23/02/2021 17:18,Isle of Wight,Jeffrey Robinson,"Regular,Flavoured latte - Gingerbread,2.55",CARD,2.55,"americanexpress,379928153695833"
23/02/2021 17:19,Isle of Wight,Justin Beaudreault,",Iced americano,2.15,Large,Latte,2.45,,Iced americano,2.15,,Frappes - Strawberries & Cream,2.75",CARD,9.5,"americanexpress,378653129736997"
23/02/2021 17:20,Isle of Wight,Michael Arcizo,"Regular,Americano,1.95,Regular,Flavoured hot chocolate - Caramel,2.6,,Hot Chocolate,1.4,Regular,Flavoured latte - Caramel,2.55",CASH,8.5,None
23/02/2021 17:21,Isle of Wight,Isabel Ward,",Speciality Tea - Peppermint,1.3,,Mocha,2.3,,Iced latte,2.35,,Frappes - Chocolate Cookie,2.75",CASH,8.7,None
23/02/2021 17:22,Isle of Wight,Robin Occhuizzo,"Large,Luxury hot chocolate,2.7,,Smoothies - Carrot Kick,2.0,,Smoothies - Glowing Greens,2.0,,Frappes - Coffee,2.75",CASH,9.45,None
23/02/2021 17:23,Isle of Wight,Karen Brown,",Glass of milk,0.7,,Hot Chocolate,1.4,,Red Label tea,1.2,Large,Flavoured latte - Hazelnut,2.85",CARD,6.15,"visa13,4727546127576"
23/02/2021 17:24,Isle of Wight,Edward Rumph,",Smoothies - Berry Beautiful,2.0,,Flat white,2.15",CASH,4.15,None
23/02/2021 17:25,Isle of Wight,Anthony Coburn,",Flavoured iced latte - Caramel,2.75,,Iced latte,2.35,Large,Flavoured latte - Gingerbread,2.85",CASH,7.95,None
23/02/2021 17:26,Isle of Wight,Glen Soles,"Large,Espresso,1.8,Regular,Latte,2.15,,Frappes - Chocolate Cookie,2.75",CASH,6.7,None
23/02/2021 17:27,Isle of Wight,Susan Parker,"Regular,Flavoured hot chocolate - Hazelnut,2.6,,Speciality Tea - Earl Grey,1.3,Large,Cappuccino,2.45,,Speciality Tea - Fruit,1.3,,Speciality Tea - Earl Grey,1.3",CASH,8.95,None
23/02/2021 17:28,Isle of Wight,Suzanne Stewart,",Smoothies - Berry Beautiful,2.0,,Smoothies - Glowing Greens,2.0,Regular,Flavoured latte - Vanilla,2.55,,Speciality Tea - Camomile,1.3,,Flavoured iced latte - Vanilla,2.75",CASH,10.6,None
23/02/2021 17:29,Isle of Wight,William Lowe,"Large,Americano,2.25,,Speciality Tea - Green,1.3",CASH,3.55,None
23/02/2021 17:30,Isle of Wight,Gloria Members,",Hot Chocolate,1.4,,Flavoured iced latte - Hazelnut,2.75,,Speciality Tea - Camomile,1.3",CASH,5.45,None
23/02/2021 17:31,Isle of Wight,Cleo Daniels,"Large,Cappuccino,2.45,,Smoothies - Carrot Kick,2.0,Regular,Filter coffee,1.5",CASH,5.95,None
23/02/2021 17:32,Isle of Wight,Robert Morris,",Flat white,2.15,Large,Americano,2.25,,Iced americano,2.15,,Hot Chocolate,1.4",CARD,7.95,"discover,6011338592232316"
23/02/2021 17:33,Isle of Wight,Donna Bui,",Speciality Tea - Earl Grey,1.3,,Speciality Tea - Fruit,1.3",CASH,2.6,None
23/02/2021 17:34,Isle of Wight,Michael Riggs,"Regular,Flavoured latte - Hazelnut,2.55,Large,Flavoured latte - Vanilla,2.85,,Glass of milk,0.7,Large,Flavoured latte - Hazelnut,2.85,,Speciality Tea - Green,1.3",CARD,10.25,"americanexpress,362865514992773"
23/02/2021 17:35,Isle of Wight,Marcy Baker,",Hot Chocolate,1.4",CASH,1.4,None
23/02/2021 17:36,Isle of Wight,Patrick Harmon,"Regular,Filter coffee,1.5,Large,Americano,2.25,,Smoothies - Berry Beautiful,2.0,,Speciality Tea - Camomile,1.3",CARD,7.05,"visa16,4378628235324336"
23/02/2021 17:37,Isle of Wight,Danny Stevens,",Flavoured iced latte - Caramel,2.75,Large,Espresso,1.8,Regular,Flavoured latte - Vanilla,2.55",CASH,7.1,None
23/02/2021 17:38,Isle of Wight,William Ireland,",Frappes - Chocolate Cookie,2.75,Large,Chai latte,2.6",CARD,5.35,"visa16,4646857116336541"
23/02/2021 17:39,Isle of Wight,Rebecca Adomaitis,",Speciality Tea - English breakfast,1.3,,Frappes - Strawberries & Cream,2.75,,Speciality Tea - Earl Grey,1.3,Large,Latte,2.45,Large,Latte,2.45",CASH,10.25,None
23/02/2021 17:40,Isle of Wight,Helen Phillips,"Large,Americano,2.25,Regular,Americano,1.95,,Flavoured iced latte - Hazelnut,2.75",CASH,6.95,None
23/02/2021 17:41,Isle of Wight,Jessica Andrade,",Smoothies - Glowing Greens,2.0,,Iced latte,2.35",CASH,4.35,None
23/02/2021 17:42,Isle of Wight,Rosie Foley,",Red Label tea,1.2",CARD,1.2,"americanexpress,347838538219424"
23/02/2021 17:43,Isle of Wight,Fred Correa,",Red Label tea,1.2",CASH,1.2,None
23/02/2021 17:44,Isle of Wight,Steven Mcbee,",Smoothies - Carrot Kick,2.0,Large,Americano,2.25,Large,Chai latte,2.6",CARD,6.85,"visa16,4684231667211854"
23/02/2021 17:45,Isle of Wight,Joni Sparks,",Smoothies - Carrot Kick,2.0,,Flavoured iced latte - Caramel,2.75,,Flavoured iced latte - Caramel,2.75,Large,Flavoured latte - Gingerbread,2.85",CARD,10.35,"discover,6011638228126141"
23/02/2021 17:46,Isle of Wight,Louise Odegard,"Large,Flavoured latte - Vanilla,2.85,Large,Luxury hot chocolate,2.7,,Flavoured iced latte - Vanilla,2.75,Large,Luxury hot chocolate,2.7,,Red Label tea,1.2",CARD,12.2,"mastercard,5159715189995526"
23/02/2021 17:47,Isle of Wight,Erin Ferguson,"Large,Flavoured latte - Caramel,2.85,,Red Label tea,1.2,,Smoothies - Carrot Kick,2.0",CASH,6.05,None
23/02/2021 17:48,Isle of Wight,Joyce Harne,"Large,Cappuccino,2.45,,Speciality Tea - Fruit,1.3,,Speciality Tea - Darjeeling,1.3,,Iced latte,2.35,Large,Hot chocolate,2.9",CARD,10.3,"mastercard,5264451946735169"
23/02/2021 17:49,Isle of Wight,Chase Fryer,"Large,Cappuccino,2.45,Regular,Chai latte,2.3",CASH,4.75,None
23/02/2021 17:50,Isle of Wight,Porter Kasten,"Large,Americano,2.25,,Speciality Tea - Green,1.3,,Babyccino,0.0,Regular,Chai latte,2.3",CASH,5.85,None
23/02/2021 17:51,Isle of Wight,Don Harrell,"Large,Latte,2.45,,Flavoured iced latte - Caramel,2.75,,Speciality Tea - Earl Grey,1.3,Large,Filter coffee,1.8",CASH,8.3,None
23/02/2021 17:52,Isle of Wight,Selma Valverde,",Frappes - Chocolate Cookie,2.75,Large,Espresso,1.8,,Frappes - Chocolate Cookie,2.75,,Speciality Tea - Peppermint,1.3",CARD,8.6,"americanexpress,343579474833612"
23/02/2021 17:53,Isle of Wight,Palmira Peterson,"Large,Americano,2.25,,Flavoured iced latte - Hazelnut,2.75",CASH,5,None
23/02/2021 17:54,Isle of Wight,Robert Doctor,",Speciality Tea - Darjeeling,1.3,Large,Flavoured hot chocolate - Caramel,2.9,,Smoothies - Carrot Kick,2.0,,Frappes - Coffee,2.75",CARD,8.95,"discover,6011446267942513"
23/02/2021 17:55,Isle of Wight,Audrey Hansen,",Iced americano,2.15,,Glass of milk,0.7,,Mocha,2.3,,Smoothies - Berry Beautiful,2.0,,Babyccino,0.0",CASH,7.15,None
23/02/2021 17:56,Isle of Wight,Natasha Yates,"Large,Chai latte,2.6,Large,Flavoured latte - Caramel,2.85,Large,Hot chocolate,2.9",CASH,8.35,None
23/02/2021 17:57,Isle of Wight,Harriette Blackman,"Regular,Hot chocolate,2.2",CASH,2.2,None
23/02/2021 17:58,Isle of Wight,Ramon Salters,"Regular,Americano,1.95,,Flat white,2.15,,Flavoured iced latte - Caramel,2.75",CASH,6.85,None
23/02/2021 17:59,Isle of Wight,Stanley Cordano,",Frappes - Coffee,2.75,,Speciality Tea - Darjeeling,1.3,,Smoothies - Berry Beautiful,2.0,Large,Latte,2.45",CASH,8.5,None
